gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
female,no,yes,no,64,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,19.45,1208.6
male,no,yes,yes,63,yes,yes,fiber optic,no,yes,no,no,no,yes,one year,yes,electronic check,91.35,5764.7
female,yes,yes,no,37,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,76.5,2868.15
female,yes,yes,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer,24.3,1778.7
female,no,yes,yes,66,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card,89.9,5958.85
female,no,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,monthly,no,mailed check,95.65,95.65
female,no,yes,no,9,yes,no,fiber optic,no,no,no,no,no,yes,monthly,yes,electronic check,79.75,769.1
male,no,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,monthly,no,mailed check,25.35,25.35
female,yes,no,no,4,yes,no,fiber optic,no,yes,yes,no,yes,yes,monthly,yes,credit card,99.8,442.85
female,yes,yes,no,38,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,bank transfer,74.95,2869.85
male,no,yes,yes,44,yes,no,dsl,no,yes,yes,yes,no,no,monthly,yes,mailed check,61.9,2924.05
female,no,yes,no,22,yes,no,dsl,no,yes,yes,no,no,no,monthly,yes,mailed check,54.7,1178.75
female,no,no,no,53,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,credit card,106.95,5785.5
male,yes,yes,no,23,yes,no,fiber optic,no,no,no,no,yes,yes,monthly,yes,electronic check,90.45,2117.25
female,no,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,yes,credit card,18.9,347.65
male,no,no,no,51,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.75,1234.6
male,no,yes,yes,62,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,20.65,1218.45
male,no,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,yes,mailed check,18.95,130.55
female,no,no,no,17,yes,no,fiber optic,no,yes,no,no,yes,no,monthly,yes,electronic check,83.55,1329.15
male,no,no,yes,41,yes,no,dsl,yes,yes,yes,no,yes,no,one year,no,mailed check,70.2,2894.55
female,no,no,no,7,yes,no,fiber optic,no,yes,no,no,yes,yes,one year,yes,mailed check,94.05,633.45
male,no,no,yes,1,yes,yes,dsl,no,no,no,no,no,no,monthly,yes,electronic check,50.05,50.05
female,no,yes,no,64,yes,yes,dsl,no,no,yes,yes,no,no,one year,no,bank transfer,58.35,3756.45
female,no,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,75.5,220.6
female,yes,yes,no,50,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,71.05,3444.85
male,no,yes,no,18,yes,yes,dsl,no,yes,no,no,no,no,monthly,no,credit card,56.8,1074.65
female,no,yes,yes,13,yes,no,dsl,no,no,no,no,no,yes,monthly,no,electronic check,55.95,734.35
male,no,yes,yes,69,yes,no,dsl,yes,yes,no,yes,yes,yes,two year,no,bank transfer,80.65,5542.55
female,no,no,no,1,yes,yes,fiber optic,no,yes,no,no,no,no,monthly,yes,mailed check,79.15,79.15
male,no,no,no,4,yes,yes,fiber optic,yes,no,no,no,yes,no,monthly,no,electronic check,90.65,367.95
male,no,no,no,1,yes,no,dsl,no,no,no,no,yes,no,monthly,yes,mailed check,53.5,53.5
male,no,yes,yes,25,yes,no,dsl,no,yes,yes,no,no,no,one year,no,mailed check,53.65,1355.45
female,no,yes,yes,18,yes,no,dsl,no,no,no,no,yes,no,monthly,no,mailed check,55.95,1082.8
male,no,yes,yes,48,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,23.55,1173.35
male,no,no,no,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card,20.65,595.5
male,no,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,69.1,69.1
female,no,no,yes,4,no,no phone service,dsl,yes,yes,yes,no,yes,yes,monthly,yes,mailed check,57.2,223.75
male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,mailed check,20.3,20.3
male,no,yes,yes,11,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,74.35,834.2
male,no,yes,yes,4,yes,no,dsl,no,no,no,yes,no,yes,monthly,no,credit card,61.45,229.55
female,yes,no,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,electronic check,19.65,164.3
female,no,yes,no,6,yes,yes,fiber optic,no,yes,no,no,no,yes,monthly,yes,electronic check,90.75,512.25
male,no,no,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer,92.0,6632.75
female,no,no,no,27,yes,no,dsl,yes,yes,no,no,no,no,two year,no,bank transfer,52.85,1498.65
female,yes,no,yes,1,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,71.0,71.0
female,no,no,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.15,353.65
male,no,no,no,66,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,bank transfer,68.75,4447.55
male,no,no,no,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,19.5,1050.5
male,no,yes,no,44,yes,yes,fiber optic,yes,no,yes,no,no,no,monthly,yes,credit card,84.8,3626.35
male,no,yes,yes,52,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card,20.85,1071.6
male,yes,yes,no,70,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card,90.05,6333.4
female,no,no,no,1,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,yes,mailed check,25.75,25.75
male,no,yes,no,61,yes,yes,fiber optic,no,yes,no,yes,yes,no,two year,yes,electronic check,94.1,5638.3
male,no,yes,yes,19,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,yes,electronic check,100.95,1875.55
female,no,yes,yes,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.6,233.9
male,no,no,no,26,yes,no,fiber optic,no,yes,no,no,yes,no,monthly,yes,electronic check,85.75,2146.5
female,no,no,no,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer,19.85,1128.1
male,no,no,no,1,yes,no,fiber optic,no,no,yes,no,yes,no,monthly,yes,electronic check,84.85,84.85
male,no,no,no,26,yes,yes,fiber optic,yes,yes,no,no,yes,no,monthly,yes,credit card,92.4,2349.8
male,yes,no,no,24,yes,yes,fiber optic,no,yes,no,no,no,no,monthly,yes,electronic check,80.5,2088.45
male,no,yes,yes,22,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,mailed check,100.05,2090.25
female,no,yes,no,51,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,98.85,4947.55
male,yes,yes,no,61,yes,yes,fiber optic,no,yes,no,yes,no,no,one year,yes,bank transfer,85.55,5251.75
male,no,yes,no,44,no,no phone service,dsl,no,yes,yes,no,yes,yes,two year,no,bank transfer,54.3,2390.45
female,no,yes,yes,0,yes,no,dsl,yes,yes,yes,no,yes,yes,two year,no,mailed check,80.85,0.0
female,no,no,no,5,yes,no,fiber optic,no,no,no,yes,no,no,monthly,yes,mailed check,75.65,399.45
female,no,yes,no,1,yes,no,fiber optic,no,no,no,no,yes,no,monthly,no,electronic check,78.8,78.8
male,no,no,no,26,yes,yes,dsl,yes,yes,no,no,no,no,one year,no,electronic check,61.55,1581.95
female,no,no,no,15,yes,yes,fiber optic,yes,no,yes,no,no,no,monthly,yes,credit card,84.35,1302.65
male,no,yes,no,4,yes,no,fiber optic,no,no,no,no,yes,no,monthly,yes,electronic check,80.35,307.4
male,no,yes,no,12,yes,no,fiber optic,yes,yes,yes,no,no,no,monthly,yes,electronic check,84.6,959.9
male,no,no,yes,1,yes,no,dsl,no,no,no,yes,no,no,monthly,yes,mailed check,49.9,49.9
male,no,yes,yes,22,yes,no,dsl,yes,yes,no,yes,no,no,monthly,yes,mailed check,57.95,1271.8
male,no,yes,no,49,no,no phone service,dsl,no,yes,no,no,yes,yes,two year,no,credit card,49.65,2409.9
male,no,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.75,265.75
female,no,yes,no,66,yes,yes,fiber optic,no,yes,yes,yes,no,no,one year,yes,bank transfer,90.55,6130.95
male,no,yes,no,62,no,no phone service,dsl,no,no,no,yes,yes,no,two year,yes,bank transfer,39.0,2337.45
male,no,yes,yes,66,yes,yes,dsl,no,no,yes,no,yes,no,two year,yes,bank transfer,63.3,4189.7
female,no,no,no,3,no,no phone service,dsl,no,no,no,no,yes,no,monthly,no,credit card,35.2,108.95
male,no,no,no,63,yes,yes,dsl,yes,yes,yes,yes,no,no,one year,no,bank transfer,68.8,4111.35
male,no,yes,yes,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.35,278.85
female,no,yes,no,43,yes,yes,fiber optic,yes,yes,no,no,no,yes,monthly,yes,electronic check,94.1,4107.3
male,yes,no,no,65,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,electronic check,109.05,7108.2
female,no,no,no,2,yes,yes,fiber optic,no,no,no,no,no,yes,monthly,yes,electronic check,85.7,169.8
female,no,no,no,14,yes,no,dsl,yes,no,no,no,no,no,monthly,no,bank transfer,50.1,709.5
female,no,yes,yes,68,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,bank transfer,109.05,7508.55
male,no,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,yes,credit card,19.6,356.15
female,no,yes,yes,57,yes,yes,dsl,yes,yes,no,yes,no,no,monthly,no,bank transfer,65.2,3687.85
male,no,no,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card,19.8,1468.75
male,no,no,no,6,yes,no,fiber optic,no,yes,no,no,no,yes,monthly,yes,electronic check,84.4,556.35
male,no,no,no,53,yes,yes,dsl,no,yes,yes,yes,no,yes,two year,yes,bank transfer,73.9,3958.25
female,no,yes,yes,57,yes,no,dsl,yes,no,no,no,yes,yes,one year,yes,bank transfer,70.1,3913.3
male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,yes,mailed check,20.1,20.1
male,no,no,no,15,yes,yes,dsl,no,no,no,no,no,no,monthly,yes,electronic check,49.0,749.25
female,yes,no,no,40,yes,no,fiber optic,yes,yes,no,no,no,no,monthly,yes,credit card,79.2,3233.85
male,no,no,no,71,no,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,no,bank transfer,53.95,3888.65
female,yes,yes,no,13,no,no phone service,dsl,no,no,no,no,yes,yes,monthly,no,electronic check,45.3,528.45
female,no,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,91.15,6637.9
female,no,yes,yes,52,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,credit card,95.7,4976.15
female,no,yes,no,63,yes,no,fiber optic,yes,no,yes,no,no,no,one year,yes,credit card,81.15,5224.5
male,no,no,no,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.1,529.5
female,no,no,no,29,yes,yes,fiber optic,no,no,yes,no,yes,yes,monthly,no,bank transfer,100.55,2878.75
male,no,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,yes,credit card,20.75,67.1
male,no,yes,yes,19,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,mailed check,20.6,414.95
male,no,yes,yes,61,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,99.9,6241.35
female,no,no,no,10,yes,no,dsl,no,no,yes,yes,no,no,monthly,no,electronic check,54.25,583.0
female,no,yes,no,67,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,credit card,109.7,7344.45
male,no,no,no,42,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.55,839.4
female,no,no,no,1,yes,no,fiber optic,no,yes,no,no,no,no,monthly,yes,electronic check,75.7,75.7
female,no,no,no,5,yes,yes,fiber optic,no,no,no,no,yes,no,monthly,yes,electronic check,84.0,424.75
female,no,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.5,403.15
male,yes,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,bank transfer,69.5,69.5
male,no,no,no,6,yes,no,fiber optic,yes,yes,no,no,no,no,monthly,yes,electronic check,78.95,494.95
male,no,no,no,34,yes,yes,fiber optic,no,yes,yes,no,yes,yes,monthly,yes,electronic check,106.35,3549.25
male,no,no,no,21,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.6,390.4
male,no,no,no,46,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,electronic check,108.65,4903.2
male,no,yes,yes,34,yes,yes,fiber optic,no,yes,no,no,yes,yes,monthly,yes,bank transfer,97.7,3410.0
male,no,no,yes,29,no,no phone service,dsl,yes,yes,yes,yes,no,no,monthly,yes,mailed check,45.0,1242.45
male,no,yes,yes,27,yes,no,fiber optic,yes,yes,no,no,no,no,one year,yes,credit card,80.65,2209.75
female,no,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card,89.8,6510.45
female,no,no,no,42,yes,no,dsl,yes,no,yes,no,no,no,monthly,no,credit card,54.55,2455.05
female,yes,no,no,27,yes,yes,fiber optic,no,no,yes,no,no,no,monthly,yes,electronic check,78.05,2135.5
male,no,yes,no,66,yes,yes,dsl,yes,yes,yes,no,no,no,two year,yes,credit card,66.1,4428.45
female,no,no,no,2,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,75.55,166.3
male,no,no,no,32,yes,no,fiber optic,no,no,no,yes,yes,yes,monthly,yes,electronic check,96.2,3183.4
male,yes,no,no,14,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,74.95,1036.75
male,no,no,no,19,yes,no,fiber optic,no,no,yes,yes,yes,no,monthly,no,mailed check,89.95,1682.4
male,no,no,yes,48,yes,yes,dsl,yes,yes,yes,no,no,no,one year,yes,bank transfer,64.4,3035.35
male,no,no,no,4,yes,no,fiber optic,no,no,yes,no,no,no,monthly,yes,electronic check,73.9,280.85
male,yes,yes,no,57,yes,yes,fiber optic,no,yes,no,no,no,yes,monthly,yes,electronic check,89.85,4925.35
male,no,yes,yes,58,yes,no,dsl,no,yes,no,yes,yes,yes,one year,yes,credit card,75.2,4300.8
female,yes,yes,no,56,yes,yes,dsl,yes,yes,yes,yes,no,no,one year,yes,credit card,68.45,4014.0
female,no,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer,19.75,1375.4
male,no,yes,yes,10,no,no phone service,dsl,yes,yes,yes,yes,no,yes,two year,no,credit card,53.7,521.0
female,no,yes,yes,3,yes,no,fiber optic,no,yes,no,yes,no,no,monthly,yes,electronic check,80.0,241.3
male,no,no,no,35,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer,26.2,954.9
female,no,yes,yes,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,yes,mailed check,19.25,180.3
male,no,yes,no,56,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,yes,electronic check,100.55,5514.95
male,no,yes,yes,51,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.95,1222.25
male,yes,no,no,36,yes,yes,fiber optic,yes,no,no,no,yes,no,monthly,yes,electronic check,90.85,3186.7
male,no,no,yes,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.45,106.9
male,no,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.4,20.4
male,yes,yes,no,7,yes,yes,fiber optic,no,no,no,no,no,no,monthly,yes,mailed check,74.4,527.9
male,no,yes,no,69,yes,no,dsl,yes,yes,no,no,no,no,one year,yes,credit card,53.65,3804.4
male,no,yes,yes,22,yes,no,dsl,yes,no,yes,yes,yes,no,one year,yes,bank transfer,67.5,1544.05
female,no,no,no,63,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.2,1618.2
female,no,yes,yes,55,yes,yes,dsl,yes,yes,no,yes,no,yes,one year,yes,bank transfer,75.75,4264.25
female,no,no,no,3,yes,no,dsl,no,no,yes,no,yes,no,monthly,no,electronic check,57.55,161.45
male,no,yes,yes,67,yes,no,dsl,yes,yes,yes,no,yes,yes,two year,no,credit card,81.35,5398.6
female,no,no,no,3,no,no phone service,dsl,no,no,no,no,no,no,monthly,no,electronic check,25.25,58.9
male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,mailed check,19.75,19.75
male,no,no,no,16,yes,yes,fiber optic,no,no,no,yes,no,yes,monthly,yes,credit card,89.05,1448.6
male,no,no,yes,62,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,yes,electronic check,104.05,6590.5
female,no,no,no,8,yes,yes,dsl,yes,yes,yes,no,no,no,monthly,yes,bank transfer,65.5,573.15
male,no,no,yes,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.1,190.25
female,no,yes,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,bank transfer,19.5,146.3
female,no,no,no,28,yes,yes,dsl,yes,no,yes,no,no,no,one year,no,mailed check,59.0,1654.45
male,no,no,no,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.4,525.55
male,no,yes,yes,38,yes,yes,fiber optic,no,no,yes,no,yes,yes,monthly,yes,credit card,101.15,3956.7
female,no,no,no,18,yes,yes,dsl,no,no,no,no,no,no,monthly,yes,electronic check,50.3,913.3
female,no,yes,yes,3,no,no phone service,dsl,no,no,no,yes,no,no,monthly,yes,mailed check,31.0,95.05
male,no,yes,no,3,no,no phone service,dsl,no,no,no,no,no,no,monthly,no,mailed check,25.0,78.25
male,no,yes,no,70,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,no,bank transfer,72.95,5265.55
male,no,yes,yes,67,yes,yes,dsl,yes,yes,yes,yes,no,no,one year,yes,credit card,69.35,4653.25
male,no,no,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.35,1654.6
male,no,no,yes,16,yes,yes,dsl,yes,yes,no,no,no,yes,monthly,yes,electronic check,69.1,1083.7
female,no,yes,yes,10,yes,no,dsl,no,yes,no,yes,no,yes,monthly,yes,electronic check,65.5,616.9
male,no,no,no,1,yes,yes,fiber optic,no,yes,no,no,no,yes,monthly,yes,credit card,90.85,90.85
male,no,yes,yes,12,yes,no,dsl,no,no,no,no,yes,no,monthly,yes,mailed check,56.3,628.65
female,no,no,no,5,yes,no,dsl,yes,no,no,yes,no,no,monthly,no,credit card,53.85,259.8
female,yes,yes,no,40,yes,no,fiber optic,no,yes,no,yes,yes,yes,one year,yes,credit card,99.2,4062.2
male,yes,yes,no,21,yes,no,dsl,yes,yes,no,no,no,yes,monthly,yes,bank transfer,64.95,1339.8
male,no,no,no,9,yes,no,dsl,yes,no,yes,yes,no,yes,monthly,yes,bank transfer,68.25,576.95
female,no,yes,no,7,yes,no,dsl,yes,no,no,no,no,no,monthly,yes,bank transfer,50.3,355.1
female,no,no,no,38,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.05,678.2
male,no,no,no,1,yes,no,dsl,no,no,yes,no,no,no,monthly,yes,electronic check,50.5,50.5
male,no,no,no,7,yes,no,fiber optic,no,no,yes,no,no,no,monthly,yes,electronic check,74.9,490.55
female,no,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,70.95,137.95
female,no,no,no,56,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer,19.55,1080.55
female,no,yes,no,6,yes,yes,dsl,no,no,no,no,no,no,monthly,no,electronic check,50.35,314.55
female,no,no,no,63,yes,no,dsl,no,no,yes,no,no,yes,one year,no,credit card,58.55,3503.5
female,no,no,no,64,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card,110.5,7069.25
male,no,yes,no,29,no,no phone service,dsl,no,no,no,no,yes,yes,monthly,yes,electronic check,45.9,1332.4
male,no,no,no,32,yes,yes,fiber optic,no,no,no,no,no,yes,monthly,yes,bank transfer,85.65,2664.3
female,yes,no,no,2,yes,yes,fiber optic,no,no,no,no,no,yes,monthly,yes,electronic check,84.05,186.05
male,no,yes,no,60,yes,no,fiber optic,no,yes,no,no,yes,yes,one year,yes,electronic check,94.4,5610.25
male,no,no,no,22,yes,yes,dsl,yes,yes,yes,no,no,no,monthly,no,mailed check,65.05,1427.55
male,no,no,no,11,no,no phone service,dsl,no,yes,no,yes,no,no,monthly,yes,electronic check,35.65,425.1
male,yes,yes,no,57,yes,no,fiber optic,no,yes,yes,no,yes,no,one year,yes,electronic check,90.65,5199.8
male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,monthly,yes,mailed check,44.15,44.15
female,no,no,no,62,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card,19.2,1123.65
female,no,yes,no,47,yes,yes,fiber optic,yes,yes,yes,no,yes,no,monthly,yes,electronic check,98.75,4533.7
female,no,yes,yes,61,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,mailed check,88.1,5526.75
female,no,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,70.15,194.2
male,no,yes,yes,64,yes,no,fiber optic,yes,yes,no,no,no,no,monthly,no,electronic check,81.05,5135.35
female,no,yes,yes,6,yes,yes,fiber optic,no,yes,yes,no,yes,no,monthly,yes,mailed check,94.05,518.75
female,no,yes,yes,56,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.05,1090.1
female,no,yes,yes,27,yes,no,dsl,no,yes,no,no,no,no,monthly,no,mailed check,49.85,1336.15
female,no,yes,no,46,no,no phone service,dsl,yes,yes,no,no,yes,no,monthly,no,electronic check,45.55,2062.15
male,yes,no,no,1,yes,no,dsl,no,no,no,no,no,no,monthly,no,electronic check,45.1,45.1
male,no,no,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.4,231.45
male,no,yes,no,32,yes,yes,fiber optic,no,yes,no,no,yes,yes,monthly,yes,credit card,98.85,3145.9
male,no,no,no,4,yes,no,fiber optic,no,no,no,no,yes,no,monthly,no,electronic check,77.85,299.2
male,no,no,no,24,yes,yes,dsl,yes,no,no,no,no,no,monthly,yes,bank transfer,55.65,1400.55
male,no,no,no,35,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,electronic check,108.95,4025.5
female,no,no,yes,46,yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,bank transfer,105.2,4822.85
male,no,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,70.0,70.0
female,no,yes,no,72,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,credit card,110.15,7881.2
female,yes,yes,no,63,yes,yes,fiber optic,no,yes,yes,no,yes,yes,monthly,yes,electronic check,103.5,6479.4
female,no,yes,no,21,yes,yes,fiber optic,no,no,no,no,no,yes,monthly,yes,electronic check,86.5,1808.7
male,no,yes,yes,37,no,no phone service,dsl,yes,no,yes,yes,no,no,one year,yes,electronic check,40.2,1525.35
male,no,no,no,55,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,yes,mailed check,100.9,5552.05
male,no,yes,no,14,yes,yes,dsl,no,no,no,yes,yes,no,monthly,yes,credit card,66.6,979.5
male,no,yes,yes,53,yes,yes,dsl,yes,no,no,yes,no,yes,monthly,no,electronic check,71.85,3827.9
female,no,yes,yes,50,yes,yes,dsl,no,yes,yes,yes,yes,yes,one year,yes,credit card,84.15,4164.4
male,yes,yes,no,38,yes,yes,fiber optic,no,yes,yes,no,yes,yes,monthly,yes,electronic check,102.6,4009.2
female,yes,no,no,30,yes,yes,fiber optic,no,yes,no,no,yes,yes,monthly,yes,electronic check,99.7,2967.35
female,no,no,no,28,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,electronic check,59.9,1654.7
male,yes,yes,no,46,no,no phone service,dsl,no,yes,yes,yes,yes,yes,one year,yes,bank transfer,59.9,2816.65
female,no,no,no,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,20.55,1343.4
female,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,monthly,no,mailed check,45.95,45.95
male,no,yes,no,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,19.8,1013.2
female,no,yes,no,56,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,yes,electronic check,98.0,5270.6
male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,monthly,no,mailed check,19.95,19.95
male,no,yes,no,3,no,no phone service,dsl,yes,no,no,yes,no,no,monthly,no,mailed check,35.1,101.1
female,no,yes,no,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,electronic check,109.55,8165.1
female,no,no,no,48,yes,no,dsl,yes,no,yes,yes,no,no,one year,yes,credit card,60.35,2896.4
male,no,no,no,9,no,no phone service,dsl,yes,yes,yes,no,no,no,one year,no,mailed check,39.55,373.0
male,no,no,no,19,yes,yes,dsl,no,no,no,no,yes,yes,monthly,no,mailed check,69.6,1394.55
male,no,yes,yes,46,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,no,mailed check,81.0,3846.35
male,no,yes,no,56,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,electronic check,107.25,6033.3
male,no,no,no,35,yes,yes,fiber optic,no,no,no,no,yes,no,monthly,no,electronic check,83.15,2848.45
female,no,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,19.8,475.2
female,no,no,no,21,yes,no,fiber optic,no,no,no,no,no,no,monthly,yes,electronic check,68.65,1493.2
male,no,yes,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,25.35,1847.55
female,no,yes,no,1,yes,no,fiber optic,no,no,no,no,yes,no,monthly,yes,bank transfer,79.35,79.35
female,no,no,no,62,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,bank transfer,84.5,5193.2
male,no,yes,yes,53,yes,yes,dsl,no,no,yes,yes,yes,yes,one year,yes,mailed check,78.75,3942.45
